title1,title2,score
"Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver","Oburu declares ODM won't field presidential candidate, endorses Ruto",0.647477
"DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.647474
"Sossion urges Interior Ministry to prosecute goon sponsors","Prices for standalone houses soar as Nairobi apartments lose value",0.647469
"Murkomen Announces Fresh Anti-Goon Plan Ahead of Ol Kalou Polls","University of Eldoret courses, cluster points & fees structure",0.647468
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Rigathi Gachagua meets Nairobi Senate aspirant Ken Babu at Wamunyoro residence",0.647408
"SHA to Make Changes to Emergency Ambulance Evacuations","Willis Otieno urges govt to communicate security threats with clarity",0.647405
"Raila Odinga Junior hints at seeking elective seat, asks Kenyans to support him: ""Nimeanza safari""","Kenya eyes additional Sh65bn from Samurai bond",0.647396
"State Issues Update on Multi-Million Market After Years of Stalling","Litmus test: Firm in liquidation battle bids for Sh65bn Ketraco deal",0.647378
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.647374
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Kim Kardashian shares lovely snap of lover Lewis Hamilton and daughter Chicago",0.647340
"Kenyan newspapers review, July 14: Survey suggests run-off is likely in 2027 presidential vote","Take swift and firm actions to stop rising goon attacks",0.647317
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","Kindiki: Those aiding violence will be punished, regardless of who they support",0.647316
"Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals","Luhya leaders push Oparanya to deputise William Ruto in 2027",0.647314
"Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report","Panic as Fire Breaks Out Inside High School",0.647276
"Wetang'ula risks jail over alleged breach of court orders on political campaigns","Close Gachagua Ally and MP Attacked in Ol Kalou",0.647231
"Governor's Driver Shot as Chaos Erupt During Rally","Muchina makes final appeal as Ol Kalou campaigns end",0.647186
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","School games: Boni Khalwale wants Western, Nyanza to send 2 football teams to nationals",0.647185
"Prices for standalone houses soar as Nairobi apartments lose value","Kenya is becoming a goon society: Reuben Kigame sounds alarm over rising violence",0.647178
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.647167
"Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service","KRA, SportPesa fight over seizure of Sh1bn in telcos",0.647162
"The quiet return of Paul Muthaura as American Chamber of Commerce boss","How Sh299bn fees crashed Mau-Summit toll road deal",0.647152
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Kim Kardashian shares lovely snap of lover Lewis Hamilton and daughter Chicago",0.647152
"Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave","Concern as Hundreds of Families are Displaced for Affordable Housing Project",0.647142
"Rigathi Gachagua warns Matiang'i against ditching opposition for Ruto's side: ""Utaenda pekee yako""","Political gangs are a ticking bomb",0.647136
"Kenyan movies that flip the script this August","Sossion asserts goons are paid by politicians across political divide",0.647085
"Protests Erupt Over Diversion of SGR Route","Chuka University courses offered in 2025/2026, fees and cluster points",0.647083
"Kisumu: James Orengo condemns near-goon attack on him, Edwin Sifuna at church","Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16",0.647050
"William Ruto mourns Qatar's Sheikh Hamad bin Khalifa Al Thani: ""Deepest sympathies to your Highness""","Sossion asserts goons are paid by politicians across political divide",0.647044
"Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report","SHA to Make Changes to Emergency Ambulance Evacuations",0.647038
"Kindiki: Those aiding violence will be punished, regardless of who they support","Africa's population boom can be its greatest asset",0.647033
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Govt announces news dates for National Youth Council Elections days after High Court halted process",0.646958
"Africa food future won’t be fixed by finance alone","Changed your phone number? HELB explains how to restore access to 642#",0.646951
"Record El Niño threatens to unleash floods across East Africa","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.646895
"Kenya is becoming a goon society: Reuben Kigame sounds alarm over rising violence","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.646875
"Tahidi High star OJ celebrated by Kenyans for inspiring actors","Geoffrey Mosiria attempts to reconcile Nadia Mukami and Arrow Bwoy",0.646808
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","Seven insurance firms face IRA fines for reporting breaches",0.646799
"William Ruto launches 2027 charm offensive in Kalonzo's Ukambani stronghold","Changed your phone number? HELB explains how to restore access to 642#",0.646795
"Meru’s Miraa law risks hurting the industry it seeks to protect","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.646750
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","It is exciting to see new infrastructure open up Kenyan Coast",0.646724
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","Interest from invested road maintenance funds is taxable, court says",0.646722
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","SACCOs deny govt can dictate how members’ savings are invested",0.646720
"Pauline Njoroge fires back at Atwoli over Edwin Sifuna remarks","Interest from invested road maintenance funds is taxable, court says",0.646701
"TSC Issues Warning After Striking off Some Teachers from Register","MP Caroli Omondi: Goons are hired criminals, not political activists",0.646693
"Why Linda Mwananchi leaders cancelled Ol Kalou tour","Take swift and firm actions to stop rising goon attacks",0.646690
"Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report","Why World Bank has delayed Sh78bn emergency loan to Kenya",0.646667
"Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave","Wetang'ula risks jail over alleged breach of court orders on political campaigns",0.646597
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Caleb Amisi predicts 2027 run-off after poll places Ruto ahead with 32 per cent",0.646556
"Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave","Take swift and firm actions to stop rising goon attacks",0.646548
"Payout checklist that protects your retirement savings","SACCOs deny govt can dictate how members’ savings are invested",0.646545
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.646525
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.646515
"KRA, SportPesa fight over seizure of Sh1bn in telcos","Caroli Omondi accuses State of using plainclothes officers as goons",0.646511
"The irony of incompetence, embarrassment at Interior Ministry","Why Linda Mwananchi brigade is ruffling feathers",0.646505
"TSC Issues Warning After Striking off Some Teachers from Register","Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""",0.646489
"Omboko Milemba defends KUPPET record, pushes for faster teacher promotions","State Issues Update on Multi-Million Market After Years of Stalling",0.646463
"Why Linda Mwananchi brigade is ruffling feathers","The quiet return of Paul Muthaura as American Chamber of Commerce boss",0.646462
"Rigathi Gachagua warns Matiang'i against ditching opposition for Ruto's side: ""Utaenda pekee yako""","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.646441
"Curb public debt crisis","SACCOs deny govt can dictate how members’ savings are invested",0.646392
"Meru’s Miraa law risks hurting the industry it seeks to protect","Chuka University courses offered in 2025/2026, fees and cluster points",0.646349
"Interest from invested road maintenance funds is taxable, court says","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.646345
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","TSC Issues Warning After Striking off Some Teachers from Register",0.646337
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","It is exciting to see new infrastructure open up Kenyan Coast",0.646314
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","DCP gains ground in Nyeri Town as Roba Wa Bursary launches Gatitu drive",0.646313
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.646303
"William Ruto launches 2027 charm offensive in Kalonzo's Ukambani stronghold","MP Caroli Omondi: Goons are hired criminals, not political activists",0.646273
"Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply","Peaky Blinders star Sam Neill dies at 78 months after beating cancer",0.646269
"Prices for standalone houses soar as Nairobi apartments lose value","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.646258
"NCA Issues Notice With 15 Day Deadline to All Contractors","Kenyans on Alert as UK Announces Overhaul of Visa Rules from August",0.646242
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Willis Otieno urges govt to communicate security threats with clarity",0.646181
"Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most","Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project",0.646089
"Interest from invested road maintenance funds is taxable, court says","Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US",0.646070
"Protests Erupt Over Diversion of SGR Route","William Ruto mourns Qatar's Sheikh Hamad bin Khalifa Al Thani: ""Deepest sympathies to your Highness""",0.646070
"Wetang'ula risks jail over alleged breach of court orders on political campaigns","Why Linda Mwananchi leaders cancelled Ol Kalou tour",0.646058
"Kenyan movies that flip the script this August","Record El Niño threatens to unleash floods across East Africa",0.646056
"Muchina makes final appeal as Ol Kalou campaigns end","NCA Issues Notice With 15 Day Deadline to All Contractors",0.646019
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report",0.645989
"Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals","Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16",0.645988
"Kenyan newspapers review, July 14: Survey suggests run-off is likely in 2027 presidential vote","Panic as Fire Breaks Out Inside High School",0.645979
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","TSC Issues Warning After Striking off Some Teachers from Register",0.645946
"Prices for standalone houses soar as Nairobi apartments lose value","Record El Niño threatens to unleash floods across East Africa",0.645944
"School games: Boni Khalwale wants Western, Nyanza to send 2 football teams to nationals","KRA, SportPesa fight over seizure of Sh1bn in telcos",0.645916
"Prices for standalone houses soar as Nairobi apartments lose value","Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race",0.645892
"Kenyans on Alert as UK Announces Overhaul of Visa Rules from August","SHA to Make Changes to Emergency Ambulance Evacuations",0.645855
"Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.645849
"School games: Boni Khalwale wants Western, Nyanza to send 2 football teams to nationals","Caroli Omondi accuses State of using plainclothes officers as goons",0.645840
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Concern as Hundreds of Families are Displaced for Affordable Housing Project",0.645837
"Uasin Gishu: Court frees man who beat mother over mobile phone after she pleads in court","Peaky Blinders star Sam Neill dies at 78 months after beating cancer",0.645812
"It is exciting to see new infrastructure open up Kenyan Coast","Seven insurance firms face IRA fines for reporting breaches",0.645807
"Record El Niño threatens to unleash floods across East Africa","Interest from invested road maintenance funds is taxable, court says",0.645788
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Muchina makes final appeal as Ol Kalou campaigns end",0.645753
"Wetang'ula risks jail over alleged breach of court orders on political campaigns","EACC launches probe into Ol Kalou voter bribery claims",0.645706
"DCP’s Kamau Ngotho urges Ol Kalou voters outside constituency to contact him before poll","'Activism almost cost my marriage': Julius Kamau’s life on maandamano frontline",0.645702
"Makueni family demands justice after missing Form 2 daughter is found dead after one month","The highwaymen: Gangs terrorise motorists on Nairobi-Mombasa route",0.645661
"Concern as Hundreds of Families are Displaced for Affordable Housing Project","Take swift and firm actions to stop rising goon attacks",0.645644
"Concern as Hundreds of Families are Displaced for Affordable Housing Project","How Sh299bn fees crashed Mau-Summit toll road deal",0.645642
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","Changed your phone number? HELB explains how to restore access to 642#",0.645605
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Oburu declares ODM won't field presidential candidate, endorses Ruto",0.645594
"Silver vs gold: Which metal makes more sense to trade right now?","BOC’s share price doubles after Carbacid withdraws buyout offer",0.645589
"Meru’s Miraa law risks hurting the industry it seeks to protect","Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race",0.645587
"Interest from invested road maintenance funds is taxable, court says","Kindiki: Those aiding violence will be punished, regardless of who they support",0.645585
"Political gangs are a ticking bomb","Panic as Fire Breaks Out Inside High School",0.645578
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","Africa's population boom can be its greatest asset",0.645578
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","Chuka University courses offered in 2025/2026, fees and cluster points",0.645571
"Governor Irungu Kang'ata's driver allegedly shot by police during chaos in Ol Kalou","William Ruto isn't foolish to lose 2027 election, Kiraitu Murungi sneers at Kenyans",0.645520
"NTSA to destroy uncollected logbooks, gives timeline for owners to collect them","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.645517
"ICS College courses and the fee structure that makes it one of Nairobi's most popular choices","Musicians Face Payout Delays After Govt Suspends Music Rights Entity",0.645483
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Panic as Fire Breaks Out Inside High School",0.645461
"Kindiki: Those aiding violence will be punished, regardless of who they support","1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds",0.645450
"National Assembly dismisses claims Sacco Bill is being rushed through Parliament","Meru National Polytechnic fee structure, admission letters, courses, and student portal",0.645427
"Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery","Peaky Blinders star Sam Neill dies at 78 months after beating cancer",0.645411
"Pauline Njoroge fires back at Atwoli over Edwin Sifuna remarks","KRA, SportPesa fight over seizure of Sh1bn in telcos",0.645383
"Prices for standalone houses soar as Nairobi apartments lose value","Caroli Omondi accuses State of using plainclothes officers as goons",0.645338
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","Meru National Polytechnic fee structure, admission letters, courses, and student portal",0.645328
"Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report","Take swift and firm actions to stop rising goon attacks",0.645322
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","TSC Issues Warning After Striking off Some Teachers from Register",0.645256
"NCA Issues Notice With 15 Day Deadline to All Contractors","How Sh299bn fees crashed Mau-Summit toll road deal",0.645239
"Why Linda Mwananchi leaders cancelled Ol Kalou tour","Court suspends IEBC's Sh1.5m fine against MP Wanjiku Muhia",0.645182
"Kim Kardashian shares lovely snap of lover Lewis Hamilton and daughter Chicago","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.645121
"TSC Issues Warning After Striking off Some Teachers from Register","Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race",0.645108
"Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.645098
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","MP Caroli Omondi: Goons are hired criminals, not political activists",0.645064
"TSC Issues Warning After Striking off Some Teachers from Register","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.645060
"Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals","William Ruto's ally gives CS Mutua 10 days to fold Maendeleo Chap Chap or get fired",0.645039
"National Assembly dismisses claims Sacco Bill is being rushed through Parliament","Tragedy as Grade 9 Student Dies After Falling From Rooftop at CITAM Schools Ngong",0.645003
"Silver vs gold: Which metal makes more sense to trade right now?","Kindiki: Those aiding violence will be punished, regardless of who they support",0.645002
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","DCP’s Kamau Ngotho urges Ol Kalou voters outside constituency to contact him before poll",0.644991
"Govt announces news dates for National Youth Council Elections days after High Court halted process","Court suspends IEBC's Sh1.5m fine against MP Wanjiku Muhia",0.644974
"Curb public debt crisis","How Sh299bn fees crashed Mau-Summit toll road deal",0.644969
"Moringa School admission requirements and the fees that make most applicants look twice in 2026","List of veterinary courses offered in universities and colleges in Kenya",0.644908
"Willis Otieno urges govt to communicate security threats with clarity","Oburu declares ODM won't field presidential candidate, endorses Ruto",0.644884
"Kenya eyes additional Sh65bn from Samurai bond","Meru National Polytechnic fee structure, admission letters, courses, and student portal",0.644875
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.644860
"TSC Issues Warning After Striking off Some Teachers from Register","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.644830
"Why Linda Mwananchi brigade is ruffling feathers","Oburu declares ODM won't field presidential candidate, endorses Ruto",0.644809
"Pauline Njoroge fires back at Atwoli over Edwin Sifuna remarks","Kenya eyes additional Sh65bn from Samurai bond",0.644760
"NTSA to destroy uncollected logbooks, gives timeline for owners to collect them","Caroli Omondi accuses State of using plainclothes officers as goons",0.644740
"Silver vs gold: Which metal makes more sense to trade right now?","Interest from invested road maintenance funds is taxable, court says",0.644669
"Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave","Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent",0.644661
"BOC’s share price doubles after Carbacid withdraws buyout offer","NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences",0.644550
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","NTSA sounds alarm over uncollected logbooks as deadline nears",0.644543
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project",0.644510
"Kenyan movies that flip the script this August","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.644510
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals",0.644465
"Moringa School admission requirements and the fees that make most applicants look twice in 2026","15 hardest courses in Kenya that are highly demanding in 2026",0.644463
"ICS College courses and the fee structure that makes it one of Nairobi's most popular choices","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.644432
"'He gave me Sh50 for church': Father's last memory of son killed in Kisumu church violence","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.644419
"Curb public debt crisis","Governor Forced to Reinstate CECM Days After Sacking",0.644417
"KRA, SportPesa fight over seizure of Sh1bn in telcos","Ol Kalou by-election: DCP leaders ask IEBC to disqualify UDA candidate over voter bribery",0.644339
"Sossion asserts goons are paid by politicians across political divide","Uasin Gishu: Court frees man who beat mother over mobile phone after she pleads in court",0.644268
"Interest from invested road maintenance funds is taxable, court says","Caroli Omondi accuses State of using plainclothes officers as goons",0.644246
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","Kenya eyes additional Sh65bn from Samurai bond",0.644235
"MP Caroli Omondi: Goons are hired criminals, not political activists","Africa's population boom can be its greatest asset",0.644213
"Kalonzo-Sifuna tops preferred opposition pairing for 2027 presidential race, new poll","Tragedy as Grade 9 Student Dies After Falling From Rooftop at CITAM Schools Ngong",0.644180
"Omboko Milemba defends KUPPET record, pushes for faster teacher promotions","William Ruto isn't foolish to lose 2027 election, Kiraitu Murungi sneers at Kenyans",0.644173
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","Governor Forced to Reinstate CECM Days After Sacking",0.644168
"Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race","Caroli Omondi accuses State of using plainclothes officers as goons",0.644131
"TSC Issues Warning After Striking off Some Teachers from Register","Kenya eyes additional Sh65bn from Samurai bond",0.644124
"Ol Kalou by-election: IEBC issues update amid fears of postponing July 16 minipoll","Seven insurance firms face IRA fines for reporting breaches",0.644080
"Kajiado County's Amboseli Takeover Dealt Fresh Blow After Latest Court Ruling","Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive",0.644004
"Ex-inmate returns to thank magistrate who jailed him","CAF Awards President Ruto Ahead 2027 AFCON",0.643984
"Ex-inmate returns to thank magistrate who jailed him","Oburu Oginga declares ODM will not field presidential candidate in 2027 poll",0.643976
"Pauline Njoroge fires back at Atwoli over Edwin Sifuna remarks","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.643965
"Kajiado County's Amboseli Takeover Dealt Fresh Blow After Latest Court Ruling","Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project",0.643934
"Kenyan newspapers review, July 14: Survey suggests run-off is likely in 2027 presidential vote","Litmus test: Firm in liquidation battle bids for Sh65bn Ketraco deal",0.643931
"Kenyans in South Korea Send Plea to Govt Over Voting Rights","University of Eldoret courses, cluster points & fees structure",0.643844
"Video: UDA MP buys fleet high-end cars to help him navigate bad roads during campaign","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.643829
"University ranking in Kenya: Best Kenyan universities in 2026","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.643820
"Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive","Willis Otieno urges govt to communicate security threats with clarity",0.643790
"Why Linda Mwananchi leaders cancelled Ol Kalou tour","DCP gains ground in Nyeri Town as Roba Wa Bursary launches Gatitu drive",0.643787
"SHA to Make Changes to Emergency Ambulance Evacuations","Concern as Hundreds of Families are Displaced for Affordable Housing Project",0.643774
"Governor's Driver Shot as Chaos Erupt During Rally","Rigathi Gachagua meets Nairobi Senate aspirant Ken Babu at Wamunyoro residence",0.643667
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","Ex-inmate returns to thank magistrate who jailed him",0.643611
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Caleb Amisi predicts 2027 run-off after poll places Ruto ahead with 32 per cent",0.643588
"Senator Maanzo urges government to crack down on goonism","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.643562
"Record El Niño threatens to unleash floods across East Africa","Raila Odinga Junior hints at seeking elective seat, asks Kenyans to support him: ""Nimeanza safari""",0.643544
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","MP Caroli Omondi: Goons are hired criminals, not political activists",0.643519
"MP Caroli Omondi: Goons are hired criminals, not political activists","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.643476
"Moses Kuria says violence against Linda Mwananchi team in Nyahururu was not organised by opposition","1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds",0.643449
"Kofi Annan Foundation Sounds Alarm on Kenya Ahead of 2027 General Elections","Peaky Blinders star Sam Neill dies at 78 months after beating cancer",0.643441
"TSC Issues Warning After Striking off Some Teachers from Register","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.643437
"Rigathi Gachagua warns Matiang'i against ditching opposition for Ruto's side: ""Utaenda pekee yako""","Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project",0.643426
"Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive","Ruto mourns former Qatar Amir Sheikh Hamad bin Khalifa Al Thani",0.643386
"Governor's Driver Shot as Chaos Erupt During Rally","Veteran Journalist Announces Bid to Unseat Sakaja",0.643367
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Ol Kalou by-election: William Ruto's candidate likely to lose, new poll shows",0.643347
"Uasin Gishu: Court frees man who beat mother over mobile phone after she pleads in court","Meru National Polytechnic fee structure, admission letters, courses, and student portal",0.643333
"The highwaymen: Gangs terrorise motorists on Nairobi-Mombasa route","Willis Otieno urges govt to communicate security threats with clarity",0.643314
"Rigathi Gachagua warns Matiang'i against ditching opposition for Ruto's side: ""Utaenda pekee yako""","Take swift and firm actions to stop rising goon attacks",0.643264
"Caleb Amisi predicts 2027 run-off after poll places Ruto ahead with 32 per cent","Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver",0.643222
"Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""","Uasin Gishu: Court frees man who beat mother over mobile phone after she pleads in court",0.643196
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","Record El Niño threatens to unleash floods across East Africa",0.643166
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US",0.643156
"SHA to Make Changes to Emergency Ambulance Evacuations","Sonko welcomes medical equipment donation by US charity to boost healthcare services",0.643151
"Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most","Geoffrey Mosiria attempts to reconcile Nadia Mukami and Arrow Bwoy",0.643139
"Chaos on Major Highway as Motorists Spend Night Trapped in 33Km Traffic Jam","NTSA Warns It Will Destroy Uncollected Logbooks, Urges Owners to Collect Them within 5 months",0.643026
"Kipchumba Murkomen condemns goonism, political violence ahead of Ol Kalou by-election","Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals",0.643020
"Video: UDA MP buys fleet high-end cars to help him navigate bad roads during campaign","Interest from invested road maintenance funds is taxable, court says",0.643016
"Kenyan newspapers review, July 14: Survey suggests run-off is likely in 2027 presidential vote","Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16",0.642951
"'Activism almost cost my marriage': Julius Kamau’s life on maandamano frontline","The quiet return of Paul Muthaura as American Chamber of Commerce boss",0.642906
"Why World Bank has delayed Sh78bn emergency loan to Kenya","Explainer: When IEBC Can Postpone an Election Under Kenyan Law",0.642898
"Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.642849
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","Caroli Omondi accuses State of using plainclothes officers as goons",0.642809
"Kithure Kindiki emerges as most preferred running mate for William Ruto in 2027, new poll","Tragedy as Grade 9 Student Dies After Falling From Rooftop at CITAM Schools Ngong",0.642802
"Nairobi’s market has grown up, it’s time every Kenyan owned a piece of it","Caleb Amisi predicts 2027 run-off after poll places Ruto ahead with 32 per cent",0.642735
"Ex-inmate returns to thank magistrate who jailed him","TSC Issues Warning After Striking off Some Teachers from Register",0.642669
"BOC’s share price doubles after Carbacid withdraws buyout offer","Kenyans in South Korea Send Plea to Govt Over Voting Rights",0.642637
"Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US","Meru National Polytechnic fee structure, admission letters, courses, and student portal",0.642510
"Gachagua Reveals Final Step Before Unveiling United Opposition Candidate","Meru National Polytechnic fee structure, admission letters, courses, and student portal",0.642504
"Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most","Kindiki's poll rankings tilt 2027 Ruto running mate slot in his favour",0.642502
"Kajiado County's Amboseli Takeover Dealt Fresh Blow After Latest Court Ruling","Kenyans on Alert as UK Announces Overhaul of Visa Rules from August",0.642480
"Poll: Ruto is leading presidential hopeful, but one in five voters still undecided","Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report",0.642411
"Africa food future won’t be fixed by finance alone","KMTC Issues Update on Course Applications Amid Concerns over Admissions",0.642399
"Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.642342
